term_name,negative_log10_of_adjusted_p_value,intersections,term_id,raw_category,category
negative regulation of cell communication,3.7318211974085314,"ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000041736,ENSMUSG00000046223,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353,ENSMUSG00000078853",GO:0010648,['other'],other
superoxide anion generation,3.7226292172652347,"ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000021948,ENSMUSG00000026480,ENSMUSG00000030579,ENSMUSG00000033220",GO:0042554,['metabolism'],metabolism
cell junction disassembly,3.7226292172652347,"ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000027398,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905",GO:0150146,['other'],other
negative regulation of cell population proliferation,3.719103816580163,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026249,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029249,ENSMUSG00000030579,ENSMUSG00000031838,ENSMUSG00000034957,ENSMUSG00000041736,ENSMUSG00000060802,ENSMUSG00000061353",GO:0008285,['other'],other
positive regulation of lymphocyte activation,3.705559544351872,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000029204,ENSMUSG00000030579,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421",GO:0051251,['other'],other
positive regulation of biosynthetic process,3.702026565052573,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000016206,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030579,ENSMUSG00000031103,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000034041,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000039942,ENSMUSG00000044583,ENSMUSG00000046179,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052837,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000079110",GO:0009891,['metabolism'],metabolism
positive regulation of macromolecule metabolic process,3.6551791020835283,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000016206,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000028954,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000034041,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000039942,ENSMUSG00000044583,ENSMUSG00000046179,ENSMUSG00000051439,ENSMUSG00000052837,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000063802,ENSMUSG00000079110",GO:0010604,['metabolism'],metabolism
synapse pruning,3.6228757658459316,"ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905",GO:0098883,['other'],other
innate immune response activating cell surface receptor signaling pathway,3.6064049149122255,"ENSMUSG00000001751,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000051439",GO:0002220,['other'],other
non-canonical NF-kappaB signal transduction,3.568388711834704,"ENSMUSG00000003814,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000044583",GO:0038061,['other'],other
regulation of secretion by cell,3.4847274015629046,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024913,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000038147,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000061353",GO:1903530,['other'],other
catabolic process,3.4650020826680272,"ENSMUSG00000001751,ENSMUSG00000002227,ENSMUSG00000004207,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015950,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024401,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025877,ENSMUSG00000026249,ENSMUSG00000026480,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028954,ENSMUSG00000030214,ENSMUSG00000030413,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000040809,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000051506,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000063802,ENSMUSG00000078853,ENSMUSG00000079110",GO:0009056,['metabolism'],metabolism
positive regulation of cell population proliferation,3.453143144184158,"ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000048779,ENSMUSG00000052142,ENSMUSG00000054675,ENSMUSG00000061353",GO:0008284,['other'],other
positive regulation of T cell activation,3.4522254733759725,"ENSMUSG00000001123,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000029204,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421",GO:0050870,['other'],other
regulation of acute inflammatory response,3.4509523436159104,"ENSMUSG00000015947,ENSMUSG00000020573,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000027398,ENSMUSG00000058715",GO:0002673,['other'],other
killing of cells of another organism,3.383540606559036,"ENSMUSG00000015950,ENSMUSG00000028270,ENSMUSG00000030413,ENSMUSG00000032496,ENSMUSG00000039899,ENSMUSG00000069516,ENSMUSG00000078853",GO:0031640,['cell_death'],cell_death
disruption of cell in another organism,3.383540606559036,"ENSMUSG00000015950,ENSMUSG00000028270,ENSMUSG00000030413,ENSMUSG00000032496,ENSMUSG00000039899,ENSMUSG00000069516,ENSMUSG00000078853",GO:0141061,['other'],other
monocyte chemotaxis,3.3667453225444848,"ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000061353",GO:0002548,['other'],other
astrocyte differentiation,3.3365330654215968,"ENSMUSG00000001751,ENSMUSG00000023992,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000034708,ENSMUSG00000036887,ENSMUSG00000056054,ENSMUSG00000056071",GO:0048708,['other'],other
positive regulation of myeloid leukocyte mediated immunity,3.3360361150090787,"ENSMUSG00000002111,ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000030579,ENSMUSG00000058715",GO:0002888,['other'],other
positive regulation of monocyte chemotaxis,3.3360361150090787,"ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000061353",GO:0090026,['other'],other
disruption of anatomical structure in another organism,3.3262320138066204,"ENSMUSG00000015950,ENSMUSG00000028270,ENSMUSG00000030413,ENSMUSG00000032496,ENSMUSG00000039899,ENSMUSG00000069516,ENSMUSG00000078853",GO:0141060,['other'],other
antigen processing and presentation of exogenous peptide antigen via MHC class I,3.2995833044972778,"ENSMUSG00000015947,ENSMUSG00000031838,ENSMUSG00000058715,ENSMUSG00000061232",GO:0042590,['other'],other
regulation of leukocyte differentiation,3.231899825478182,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000029204,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000035356,ENSMUSG00000036594,ENSMUSG00000036896,ENSMUSG00000039899",GO:1902105,['other'],other
T cell differentiation,3.2153054034048885,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004207,ENSMUSG00000024610,ENSMUSG00000029204,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000036594,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000078853",GO:0030217,['other'],other
regulation of non-canonical NF-kappaB signal transduction,3.210085845293855,"ENSMUSG00000003814,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000044583",GO:1901222,['other'],other
positive regulation of T cell mediated cytotoxicity,3.2062884467094857,"ENSMUSG00000016206,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0001916,['cell_death'],cell_death
macrophage activation involved in immune response,3.2062884467094857,"ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000030579,ENSMUSG00000034708",GO:0002281,['other'],other
response to nitrogen compound,3.1966496033206964,"ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022577,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000025355,ENSMUSG00000027398,ENSMUSG00000033685,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000044583,ENSMUSG00000048779,ENSMUSG00000053113,ENSMUSG00000061353",GO:1901698,['other'],other
osteoclast differentiation,3.1857749292681388,"ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000052837,ENSMUSG00000058715",GO:0030316,['other'],other
regulation of response to wounding,3.1684919103586116,"ENSMUSG00000004266,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000024401,ENSMUSG00000026249,ENSMUSG00000033295,ENSMUSG00000034708,ENSMUSG00000035385,ENSMUSG00000046223,ENSMUSG00000056071",GO:1903034,['other'],other
regulation of antigen processing and presentation,3.084227144846166,"ENSMUSG00000018774,ENSMUSG00000023992,ENSMUSG00000024610,ENSMUSG00000039899,ENSMUSG00000073421",GO:0002577,['other'],other
proteolysis,3.0701889244213074,"ENSMUSG00000001751,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000016256,ENSMUSG00000020077,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000024338,ENSMUSG00000024401,ENSMUSG00000024644,ENSMUSG00000025355,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000030560,ENSMUSG00000031722,ENSMUSG00000031897,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000046223,ENSMUSG00000079110",GO:0006508,['metabolism'],metabolism
superoxide metabolic process,3.056440140074586,"ENSMUSG00000001751,ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000021948,ENSMUSG00000026480,ENSMUSG00000030579,ENSMUSG00000033220",GO:0006801,['metabolism'],metabolism
type II hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0002445,['other'],other
type IIa hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0001794,['other'],other
regulation of type IIa hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0001796,['other'],other
positive regulation of type IIa hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0001798,['other'],other
positive regulation of type II hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0002894,['other'],other
complement-mediated synapse pruning,3.0378126457472585,"ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000036887",GO:0150062,['other'],other
regulation of type II hypersensitivity,3.0378126457472585,"ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000058715",GO:0002892,['other'],other
negative regulation of secretion,2.9829584316880053,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000033685,ENSMUSG00000038147,ENSMUSG00000041736,ENSMUSG00000058755",GO:0051048,['other'],other
regulation of MAPK cascade,2.96812252327354,"ENSMUSG00000002111,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029616,ENSMUSG00000033777,ENSMUSG00000048779,ENSMUSG00000058755,ENSMUSG00000061353",GO:0043408,['other'],other
regulation of leukocyte degranulation,2.9152007446303405,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000028874,ENSMUSG00000033220,ENSMUSG00000038147,ENSMUSG00000058715",GO:0043300,['other'],other
natural killer cell mediated cytotoxicity,2.906556437311005,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000059089",GO:0042267,['cell_death'],cell_death
cell surface toll-like receptor signaling pathway,2.906556437311005,"ENSMUSG00000001751,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000032496,ENSMUSG00000051439",GO:0140895,['other'],other
regulation of cellular component organization,2.8927362193900725,"ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015947,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028919,ENSMUSG00000030403,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031004,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000044456,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000051439,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000071713,ENSMUSG00000073411,ENSMUSG00000078853",GO:0051128,['other'],other
negative regulation of intracellular signal transduction,2.8750164117028896,"ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000029204,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000046223,ENSMUSG00000052142,ENSMUSG00000061353,ENSMUSG00000078853",GO:1902532,['other'],other
positive regulation of macromolecule biosynthetic process,2.87344433823559,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000016206,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030579,ENSMUSG00000031103,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000034041,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000039942,ENSMUSG00000044583,ENSMUSG00000046179,ENSMUSG00000051439,ENSMUSG00000052837,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000079110",GO:0010557,['metabolism'],metabolism
regulation of monocyte chemotaxis,2.8599075527679534,"ENSMUSG00000021190,ENSMUSG00000024397,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000061353",GO:0090025,['other'],other
response to chemokine,2.8583890023597633,"ENSMUSG00000023992,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000043953,ENSMUSG00000052085,ENSMUSG00000061353,ENSMUSG00000079227",GO:1990868,['other'],other
mast cell activation,2.8583890023597633,"ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000033220,ENSMUSG00000038147,ENSMUSG00000058715",GO:0045576,['other'],other
cellular response to chemokine,2.8583890023597633,"ENSMUSG00000023992,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000043953,ENSMUSG00000052085,ENSMUSG00000061353,ENSMUSG00000079227",GO:1990869,['other'],other
regulation of phagocytosis,2.8233508838773864,"ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000015947,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000028874,ENSMUSG00000035385,ENSMUSG00000058715",GO:0050764,['other'],other
system development,2.806966565028858,"ENSMUSG00000000290,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000016256,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036887,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411",GO:0048731,['other'],other
"phagocytosis, engulfment",2.7817851437184578,"ENSMUSG00000015947,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000030047,ENSMUSG00000058715",GO:0006911,['other'],other
T cell proliferation,2.730604670653512,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000024397,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000031103,ENSMUSG00000031897,ENSMUSG00000033220,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353",GO:0042098,['other'],other
natural killer cell mediated immunity,2.7188603620579137,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000059089",GO:0002228,['other'],other
leukocyte degranulation,2.7188603620579137,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000028874,ENSMUSG00000033220,ENSMUSG00000038147,ENSMUSG00000058715,ENSMUSG00000059089",GO:0043299,['other'],other
T cell migration,2.7188603620579137,"ENSMUSG00000001123,ENSMUSG00000020437,ENSMUSG00000024397,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000052085,ENSMUSG00000061353",GO:0072678,['other'],other
lymphocyte migration,2.681727322970072,"ENSMUSG00000001123,ENSMUSG00000020437,ENSMUSG00000024397,ENSMUSG00000032076,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000052085,ENSMUSG00000061353",GO:0072676,['other'],other
cellular response to type II interferon,2.681727322970072,"ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000035385,ENSMUSG00000073421,ENSMUSG00000078853",GO:0071346,['other'],other
cell surface pattern recognition receptor signaling pathway,2.673920897286078,"ENSMUSG00000001751,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000032496,ENSMUSG00000051439",GO:0002752,['other'],other
anatomical structure morphogenesis,2.5357757058583648,"ENSMUSG00000000290,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000016256,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026249,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000030403,ENSMUSG00000030579,ENSMUSG00000031897,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000043008,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000061353,ENSMUSG00000079110",GO:0009653,['other'],other
regulation of biosynthetic process,2.5145510323093827,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000016206,ENSMUSG00000016256,ENSMUSG00000018554,ENSMUSG00000020077,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026104,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027322,ENSMUSG00000027368,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030413,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000034041,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000042751,ENSMUSG00000044583,ENSMUSG00000046179,ENSMUSG00000046223,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000054675,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000073489,ENSMUSG00000079110",GO:0009889,['metabolism'],metabolism
negative regulation of defense response,2.490313138571999,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000023992,ENSMUSG00000026946,ENSMUSG00000030413,ENSMUSG00000031103,ENSMUSG00000032089,ENSMUSG00000034708,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000053113",GO:0031348,['other'],other
regulation of T cell mediated cytotoxicity,2.473831889999112,"ENSMUSG00000016206,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411",GO:0001914,['cell_death'],cell_death
respiratory burst involved in defense response,2.4611897808382266,"ENSMUSG00000015950,ENSMUSG00000023992,ENSMUSG00000034708,ENSMUSG00000056071",GO:0002679,['metabolism'],metabolism
Fc-gamma receptor signaling pathway,2.4611897808382266,"ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000058715,ENSMUSG00000059089",GO:0038094,['other'],other
regulation of vesicle-mediated transport,2.4511265537819114,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000015947,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000033220,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000044456,ENSMUSG00000051439,ENSMUSG00000058715,ENSMUSG00000060802",GO:0060627,['other'],other
