"human_symbol","rank","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","subtype"
"TMBIM6","Rank 1",606.178293020686,-0.240078070214284,0.213939347182888,-1.12217819384599,0.261786682311539,0.427485487785144,"NEU_EXC_UPPER"
"TMBIM6","Rank 1",61.9329470965237,-0.324857247061517,0.225012553617694,-1.44372943570724,0.148815097981755,0.302522563517065,"NEU_PY"
"TMBIM6","Rank 1",368.176617752115,-0.308759225618999,0.280884253425005,-1.09924006723089,0.271663366305817,0.457442617730137,"NEU_INH"
"TMBIM6","Rank 1",534.492230414575,-0.0180874477389111,0.224030123167105,-0.080736677207554,0.935651367819945,0.966694515646334,"NEU_EXC_LOWER"
"TSPAN14","Rank 2",134.171775433791,0.350878443627974,0.209594352267966,1.67408348474665,0.0941141930639681,0.303976846525432,"NEU_EXC_LOWER"
"TSPAN14","Rank 2",196.272128392907,0.110554638055626,0.180681479556533,0.611875873094314,0.540619885570931,0.683735928395352,"NEU_EXC_UPPER"
"TSPAN14","Rank 2",11.2112525781463,0.328975988546037,0.316077260269726,1.04080878284412,0.297964303024713,0.475520899364878,"NEU_PY"
"TSPAN14","Rank 2",80.7700502645134,0.10811248888585,0.164288979246262,0.658062941177537,0.510497687630244,0.671370933880849,"NEU_INH"
"TSPO","Rank 2",17.0525815762185,-0.855569948157357,0.980792130373538,-0.872325461901403,0.38303085100718,0.562754707969463,"NEU_INH"
"TSPO","Rank 2",11.5778573855045,-1.19289535991894,1.49278331653228,-0.799108180475936,0.424227686630627,0.5847471296729,"NEU_EXC_UPPER"
"TSPO","Rank 2",12.487554633835,-1.1100620339323,1.16082807758848,-0.956267388223716,0.338937161612569,0.558497458097205,"NEU_EXC_LOWER"
"TSPO","Rank 1",17.0525815762185,-0.855569948157357,0.980792130373538,-0.872325461901403,0.38303085100718,0.562754707969463,"NEU_INH"
"TSPO","Rank 1",11.5778573855045,-1.19289535991894,1.49278331653228,-0.799108180475936,0.424227686630627,0.5847471296729,"NEU_EXC_UPPER"
"TSPO","Rank 1",12.487554633835,-1.1100620339323,1.16082807758848,-0.956267388223716,0.338937161612569,0.558497458097205,"NEU_EXC_LOWER"
"VAV1","Rank 1",4.39164108264244,-0.0984294687365487,0.636418767415954,-0.154661480421454,0.877088198686421,NA,"NEU_INH"
"VAV1","Rank 1",6.54749013958461,-1.42789148764282,0.848261893916403,-1.68331443140784,0.0923142381569264,NA,"NEU_EXC_UPPER"
