ensembl_id	baseMean_MN	log2FoldChange_MN	lfcSE_MN	stat_MN	pvalue_MN	padj_MN	baseMean_RGC	log2FoldChange_RGC	lfcSE_RGC	stat_RGC	pvalue_RGC	padj_RGC	symbol
ENSMUSG00000000318	1.76954269042636	5.97446900993262	3.09845672482107	1.92820798885859	0.0538292609181155	NA	7.82683840184507	0.354235800159754	0.52778411296191	0.671175564894881	0.502108693025674	0.968931393257059	Clec10a
ENSMUSG00000000320	3.96918817554805	7.15965098622027	3.06190331107683	2.33830080797108	0.0193716491395433	0.102335746488898	0.0740735068645226	-0.830997065962761	3.35247101097365	-0.247875988559679	0.80423035858921	NA	Alox12
ENSMUSG00000000326	362.813977556899	-1.23012888260731	0.464099137045212	-2.6505735184926	0.00803552368028528	0.0562796013680809	221.626170878668	0.140210872997149	0.124333242512661	1.12770221514066	0.259445701847016	0.912384203153893	Comt
ENSMUSG00000000339	184.536455737628	-2.15203222787711	0.568412570598459	-3.78603911875368	0.00015306758862843	0.00275370294795819	197.120818830099	0.264870218849243	0.127599076857453	2.07580043188825	0.037912412418251	0.696855418224102	Rtca
ENSMUSG00000000340	45.7637991067359	2.43867087583317	1.4532204536172	1.67811488598519	NA	NA	49.5658181207337	-0.149796248929194	0.26439146403528	-0.566569913577867	0.571006420691043	0.977544133123477	Dbt
ENSMUSG00000000346	1232.84895276076	-1.05655025551228	0.505103681034887	-2.09174926887794	0.0364609506491637	0.155161601095886	429.752296862842	0.178840356658371	0.119093074595661	1.50168561241333	0.133178321340581	0.840677130818437	Dazap2
ENSMUSG00000000355	177.888893584144	0.484469526389058	0.39809696168888	1.21696363703393	0.223618051350065	0.481298006410654	112.079262864275	-0.174810096075141	0.170890069074195	-1.02293888124795	0.306336744443714	0.924433573202075	Mcts1
ENSMUSG00000000359	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	Rem1
ENSMUSG00000000365	6.76847710240129	2.18027357398587	1.85073822273559	1.17805616548147	0.238774215748197	0.499155405917733	9.79699780599718	-0.122455933677953	0.582560677485841	-0.210202882567421	0.833509329861285	0.995622715445135	Rnf17
ENSMUSG00000000374	689.894364701508	-0.151670502622915	0.415094420810885	-0.365387957579933	0.714821829220877	0.870368685893136	510.245872452231	-0.0362321183049865	0.0972459772611105	-0.372582181036665	0.70945943692118	0.989512820117742	Trappc10
ENSMUSG00000000378	177.590959796157	-0.0336067700844233	0.716231386751801	-0.0469216662464824	0.962575659942974	0.987337103024177	87.8185829740055	-0.0270029261535753	0.191290128358428	-0.141162151885741	0.887741845037448	0.996473009015094	Ccm2
ENSMUSG00000000381	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	Wap
ENSMUSG00000000384	362.022945995901	0.0560250125568034	0.597960135782329	0.0936935578213826	0.925352587880232	0.971546787188638	180.68889157676	-0.168061307671636	0.115308653499493	-1.45749085234418	0.144980934643951	0.858726459438693	Tbrg4
ENSMUSG00000000385	0.382547040890728	4.68834987187971	3.12193669760216	1.50174405377299	0.133163221883625	NA	0.853361132940414	1.35762795176776	1.73023296647169	0.784650378345434	0.432658583962593	NA	Tmprss2
ENSMUSG00000000386	27.1534352705735	5.76377937663781	1.46082022168259	3.94557748522882	7.96078825874829e-05	0.00165347632216838	4.10659546854174	1.48607167609416	1.05254417944082	1.41188532046575	0.157983730721623	0.862662843861101	Mx1
ENSMUSG00000000392	0.693497824767817	4.24738093002528	3.12882262648714	1.35750134701435	0.17462196574392	NA	0.670439592853047	1.43195124693481	1.83471422545473	0.780476450810699	0.435110483546431	NA	Fap
ENSMUSG00000000394	0	NA	NA	NA	NA	NA	0.0740735068645226	-0.830997065962761	3.35247101097365	-0.247875988559679	0.80423035858921	NA	Gcg
ENSMUSG00000000399	1028.76854191982	-1.09515310653891	0.547979419984556	-1.99852962830205	0.0456592711024221	0.179068992623188	277.636991208852	0.165487825447447	0.104991396595017	1.57620367777164	0.11497887123133	0.821178742232001	Ndufa9
ENSMUSG00000000402	55.332961870864	3.98822112383953	1.81025331128903	2.20312875494736	0.0275856750037985	0.130073660439505	2.10111582008413	-0.171566269822648	1.16888765055502	-0.146777382532174	0.8833077374369	NA	Egfl6
ENSMUSG00000000409	41.8294057255817	8.12321525026239	1.95701870924498	4.15081123746453	3.312989185032e-05	0.000787863473839147	10.1544734613802	-0.133775410141912	0.841082811163204	-0.159051413685298	0.873628367088532	0.996473009015094	Lck
ENSMUSG00000000411	0.095636760222682	3.89798731384762	3.13579772988358	1.24306082522495	0.21384542024711	NA	1.28152984795908	0.56375680421706	1.35765861109997	0.415241946397929	0.677964794694421	NA	Tssk3
ENSMUSG00000000416	195.101506152664	0.0219582983435122	0.726115571893251	0.0302407759776571	0.975875028862666	0.991518668343412	679.463346283516	-0.0935213935506013	0.127827328527308	-0.731622843315719	0.464398801587733	0.963227128892586	Cttnbp2
ENSMUSG00000000420	159.550184686376	0.511374962450059	0.806027344721061	0.634438726923128	0.525794542580975	0.754006677773526	202.332577438797	-0.0525164315876587	0.12331195774128	-0.425882716888194	0.670193309254288	0.988334279280534	Galnt1
ENSMUSG00000000435	0	NA	NA	NA	NA	NA	0.524284730399234	2.31318993119699	2.40440726204349	0.962062445790081	0.336018236965379	NA	Myf5
ENSMUSG00000000439	145.725266220961	0.56262505747007	0.701796067410074	0.801693089484522	0.422730514224385	0.678102050481837	133.843974835673	0.064494293791075	0.134541261772644	0.479364419073617	0.631679401335249	0.982357171123994	Mkrn2
ENSMUSG00000000440	5.44493436281837	0.179581164709836	2.21669267066323	0.0810131088925851	0.935431527384437	0.97551378973582	0.739550092108074	-0.210726557977815	1.70759076389413	-0.123405772878074	0.901785785921902	NA	Pparg
ENSMUSG00000000441	311.723472618168	0.0548540150825228	0.478120884658154	0.114728339302188	0.908660450725176	0.964710437801282	519.249597225741	-0.0291004616233107	0.10354239304005	-0.281048764365093	0.778672997946156	0.994399993724511	Raf1
ENSMUSG00000000486	8.11030241301012	0.962858666969526	1.80203575971094	0.534317180877684	0.593122107388205	0.799953586407927	15.8275604293366	0.00344571045265433	0.406560937257253	0.00847526197646983	0.993237800275187	0.99942860351801	Sept1
